Title,Journal,PMID,Year,x,y,Labels,Colors
Experimental hyperthyroidism II. Mechanics of contraction and relaxation of isolated ventricular myocardium.,Basic research in cardiology,1137557,1975.0,17.383,123.241,cardiology,#1CE6FF
Local dilatory reserve in chronic experimental coronary occlusion without infarction. Quantitation of collateral development.,Basic research in cardiology,1137558,1975.0,46.476,111.444,cardiology,#1CE6FF
Biochemical genetics of alpha-amylase isozymes of the chicken pancreas.,Biochemical genetics,1137563,1975.0,-92.72,99.883,genetics,#1B4400
Serum esterase genetics in rabbits. III. A third allele on the Est-2 locus.,Biochemical genetics,1137564,1975.0,37.249,48.101,genetics,#1B4400
Gene action in fish of tetraploid origin. I. Cellular and biochemical parameters in cyprinid fish.,Biochemical genetics,1137565,1975.0,-131.161,102.598,genetics,#1B4400
"Reduction of the size of acute, experimental myocardial infarction by Verapamil.",Basic research in cardiology,1137560,1975.0,45.744,113.468,cardiology,#1CE6FF
Metabolism and fine structure of the Mg++-procaine-arrested perfused heart.,Basic research in cardiology,1137559,1975.0,45.429,117.214,cardiology,#1CE6FF
Ontogeny of lactate dehydrogenase isozymes in chicken-quail hybrid embryos.,Biochemical genetics,1137566,1975.0,-3.482,74.734,genetics,#1B4400
"Malate dehydrogenase of a mosquito, Culex p. quinquefasciatus: developmental changes, polymorphism, and physicochemical characterization.",Biochemical genetics,1137567,1975.0,-76.346,56.728,genetics,#1B4400
The influence of temperature and calcium on the degree of stretch-activation in isolated K-depolarized vascular smooth muscle strips.,Basic research in cardiology,1137562,1975.0,-26.929,175.703,cardiology,#1CE6FF
Pathogenic implications of age of onset in juvenile rheumatoid arthritis.,Arthritis and rheumatism,1137612,1975.0,105.364,33.113,unlabeled,#D3D3D3
Connective tissue response to immobility. Correlative study of biomechanical and biochemical measurements of normal and immobilized rabbit knees.,Arthritis and rheumatism,1137613,1975.0,-26.459,21.133,unlabeled,#D3D3D3
Histochemical and electron microscopic comparison of tissue produced by rabbit articular chondrocytes in vivo and in vitro.,Arthritis and rheumatism,1137614,1975.0,-52.867,146.37,unlabeled,#D3D3D3
Double outlet right ventricle with 1-malposition of the aorta.,British heart journal,1137653,1975.0,175.43,77.101,unlabeled,#D3D3D3
Inferior myocardial infarction and right coronary artery occlusive disease. A correlative study.,British heart journal,1137654,1975.0,97.529,66.504,unlabeled,#D3D3D3
Acute inferior wall myocardial infarction associated with complete atrioventricular block and left posterior hemiblock.,British heart journal,1137655,1975.0,109.788,82.483,unlabeled,#D3D3D3
Transient coagulation abnormalities after incompatible blood transfusion.,Critical care medicine,1137650,1975.0,43.7,69.679,unlabeled,#D3D3D3
Successful aortic valve  replacement for aortic regurgitation associated with osteogenesis imperfecta.,British heart journal,1137656,1975.0,169.514,72.069,unlabeled,#D3D3D3
Acute circulatory effects of dopamine in patients with pulmonary hypertension.,British heart journal,1137657,1975.0,69.756,60.932,unlabeled,#D3D3D3
Myocardial infarction in young men. Study of risk factors in nine countries.,British heart journal,1137658,1975.0,88.871,-68.283,unlabeled,#D3D3D3
Measurement of diastolic closure rate  of normal mitral valve.,British heart journal,1137659,1975.0,75.502,70.318,unlabeled,#D3D3D3
Haemodynamic events in right and left ventricle during angina induced by atrial pacing.,British heart journal,1137660,1975.0,74.082,62.926,unlabeled,#D3D3D3
New performed catheter for entry into pulmonary artery in complete transposition of great arteries.,British heart journal,1137661,1975.0,180.347,81.159,unlabeled,#D3D3D3
Treatment with digoxin and measurement of serum digoxin levels after myocardial infarction.,British heart journal,1137662,1975.0,12.408,-5.914,unlabeled,#D3D3D3
Löffler's endocarditis.,British heart journal,1137663,1975.0,162.765,68.395,unlabeled,#D3D3D3
Left anterior hemiblock masking inferior myocardial infarction.,British heart journal,1137665,1975.0,167.247,65.856,unlabeled,#D3D3D3
"Antepartum diagnosis of the ""terminal"" fetal state by cardiotocography.",British journal of obstetrics and gynaecology,1137699,1975.0,66.041,-28.278,unlabeled,#D3D3D3
The effect of pregnancy on the renal handling of glucose.,British journal of obstetrics and gynaecology,1137700,1975.0,34.203,22.306,unlabeled,#D3D3D3
"Fetal death in eclampsia: I. Its relation to low gestational age, retarded fetal growth and low birthweight.",British journal of obstetrics and gynaecology,1137701,1975.0,69.007,-43.368,unlabeled,#D3D3D3
Fetal death in eclampsia: II. The effect of non-therapeutic factors.,British journal of obstetrics and gynaecology,1137702,1975.0,69.169,-36.493,unlabeled,#D3D3D3
Hormonal responses to a first course of clomiphene citrate in women with amenorrhoea.,British journal of obstetrics and gynaecology,1137703,1975.0,32.603,34.686,unlabeled,#D3D3D3
Endometrioid tumours of the ovary.,British journal of obstetrics and gynaecology,1137704,1975.0,131.732,129.41,unlabeled,#D3D3D3
Replacement hormone therapy in gonadal dysgenesis.,British journal of obstetrics and gynaecology,1137705,1975.0,30.721,32.315,unlabeled,#D3D3D3
Oestrogen-induced endometrial carcinoma in a patient with gonadal dysgenesis.,British journal of obstetrics and gynaecology,1137706,1975.0,154.796,94.698,unlabeled,#D3D3D3
The effect of essential fatty acid deficiency upon fatty acid uptake by the brain.,Biochimica et biophysica acta,1137714,1975.0,-3.721,88.844,unlabeled,#D3D3D3
Enrichment of rat tissue lipids with fatty acids that are prostaglandin precursors.,Biochimica et biophysica acta,1137713,1975.0,-3.218,90.038,unlabeled,#D3D3D3
The structure and distribution of ceramide aminoethylphosphonates in the oyster (Ostrea gigas).,Biochimica et biophysica acta,1137715,1975.0,-134.67,17.7,unlabeled,#D3D3D3
Raman spectra and vibrational assignments for dipalmitoyl phosphatidylcholine and structurally related molecules.,Biochimica et biophysica acta,1137716,1975.0,-174.13,50.925,unlabeled,#D3D3D3
Sterol balance studies in the rat. Effects of dietary cholesterol and beta-sitosterol on sterol balance and rate-limiting enzymes of sterol metabolism.,Biochimica et biophysica acta,1137717,1975.0,7.936,89.109,unlabeled,#D3D3D3
Diffusion in bile and its implications on detergency.,Biochimica et biophysica acta,1137718,1975.0,-138.447,3.242,unlabeled,#D3D3D3
Studies on the mechanism of the inhibitory effects of erucylcarnitine in rat heart mitochondria.,Biochimica et biophysica acta,1137719,1975.0,-135.961,69.023,unlabeled,#D3D3D3
The Concanavalin A agglutinating system of cell membranes.,Bio Systems,1137720,1975.0,-100.66,69.443,unlabeled,#D3D3D3
Sea-blue histiocytosis and beta-thalassemia in the same family.,Blut,1137725,1975.0,33.574,42.354,unlabeled,#D3D3D3
Cholinergic mechanisms in central thermoregulation in pigeons.,British journal of pharmacology,1137726,1975.0,33.771,134.84,pharmacology,#5B4534
Lack of cardiac or bronchodilator tachyphylaxis to isoprenaline in the dog.,British journal of pharmacology,1137727,1975.0,43.531,-22.436,pharmacology,#5B4534
An investigation of the tachycardia produced by intracerebro-ventricular injections of isoprenaline in mice.,British journal of pharmacology,1137728,1975.0,35.188,123.658,pharmacology,#5B4534
Effects of reserpine on the adrenal medulla of the spontaneously hypertensive rat.,British journal of pharmacology,1137729,1975.0,25.617,122.001,pharmacology,#5B4534
The irreversible binding of acetylcholine mustard to muscarinic receptors in intestinal smooth muscle of the guinea-pig.,British journal of pharmacology,1137730,1975.0,7.119,174.796,pharmacology,#5B4534
Changes of human plasma dopamine-beta-hydroxylase activity after intravenous administration of theophylline.,British journal of pharmacology,1137731,1975.0,36.524,115.866,pharmacology,#5B4534
Sensitivity of neonatal rabbit ileum to histamine.,British journal of pharmacology,1137732,1975.0,4.934,185.364,pharmacology,#5B4534
A test for seasonality of events with a variable population at risk.,British journal of preventive & social medicine,1137765,1975.0,-56.613,-137.495,unlabeled,#D3D3D3
Seasonal variation in anencephalus in Canada.,British journal of preventive & social medicine,1137766,1975.0,72.234,-54.602,unlabeled,#D3D3D3
A 12-year study of menarcheal age.,British journal of preventive & social medicine,1137767,1975.0,66.088,-63.803,unlabeled,#D3D3D3
Differential response to recall in a cervical screening programme.,British journal of preventive & social medicine,1137768,1975.0,89.212,-113.318,unlabeled,#D3D3D3
Migraine in general practitioners.,British journal of preventive & social medicine,1137769,1975.0,107.475,-86.4,unlabeled,#D3D3D3
The deployment of home nurses.,British journal of preventive & social medicine,1137770,1975.0,81.759,-118.133,unlabeled,#D3D3D3
Deoxycytidylate deaminase in pregnancy.,British medical journal,1137771,1975.0,33.528,23.793,unlabeled,#D3D3D3
On the correlation of brain size and problem-solving behavior of ring doves and pigeons.,"Brain, behavior and evolution",1137810,1975.0,-35.321,-102.834,unlabeled,#D3D3D3
Structural and functional bases for frontal lobe participation in the organizationof complex behavior in cats.,"Brain, behavior and evolution",1137811,1975.0,-21.928,92.748,unlabeled,#D3D3D3
Origins of anthropoid intelligence.,"Brain, behavior and evolution",1137814,1975.0,-36.808,12.481,unlabeled,#D3D3D3
The effects of muting lesions on emotional behaviour and behaviour normally associated with calling.,"Brain, behavior and evolution",1137815,1975.0,-34.848,-107.919,unlabeled,#D3D3D3
Heat vasodilatation of the rat tail.,Canadian journal of physiology and pharmacology,1137816,1975.0,35.131,136.472,physiology,#E83000
Cardiovascular response to glucagon in hypovolemic dogs.,Canadian journal of physiology and pharmacology,1137818,1975.0,43.315,113.394,physiology,#E83000
The insulinotropic action of gastric inhibitory polypeptide.,Canadian journal of physiology and pharmacology,1137819,1975.0,22.598,81.648,physiology,#E83000
Physical factors influencing fluid reabsorption from Henle's loop.,Canadian journal of physiology and pharmacology,1137820,1975.0,29.149,111.254,physiology,#E83000
The inhibitory effects of prostaglandin E1 on guinea-pig ureter.,Canadian journal of physiology and pharmacology,1137821,1975.0,-8.796,180.287,physiology,#E83000
Divergent effects of excess dietary vitamin A on alimentary cholesterolemia in cockerels of different genetic backgrounds.,Canadian journal of physiology and pharmacology,1137822,1975.0,-0.284,81.325,physiology,#E83000
Effects of local anesthetics and hemicholinium-3 on 45-Ca efflux in barnacle muscle fibers.,Canadian journal of physiology and pharmacology,1137823,1975.0,-8.867,179.229,physiology,#E83000
"Thermal, metabolic, and cardiovascular responses to various degrees of cold stress.",Canadian journal of physiology and pharmacology,1137824,1975.0,75.313,-10.227,physiology,#E83000
Effect of chronic intake of ethanol on lactate/pyruvate and beta-hydroxybutyrate/acetoacetate ratios in rat liver.,Canadian journal of physiology and pharmacology,1137825,1975.0,-1.625,84.34,physiology,#E83000
Effect of a chronic suboptimal intake of magnesium on magnesium and calcium content of bone and on bone strength of the rat.,Canadian journal of physiology and pharmacology,1137826,1975.0,2.437,79.776,physiology,#E83000
Phosphate uptake into organic compounds in skeletal muscle.,Canadian journal of physiology and pharmacology,1137827,1975.0,-134.809,88.409,physiology,#E83000
Effect of central cholinergic blockade on the hyperthermia evoked by prostaglandin E1 injected into the rostral hypothalamus of the rat.,Canadian journal of physiology and pharmacology,1137828,1975.0,32.863,134.541,physiology,#E83000
Prophylaxis of recurring urinary tract infection in females: a comparison of nitrofurantoin with trimethoprim-sulfamethoxazole.,Canadian Medical Association journal,1137829,1975.0,20.854,-31.022,unlabeled,#D3D3D3
"Maternal and transplacental kinetics of trimethoprim and sulfamethoxazole, separately and in combination.",Canadian Medical Association journal,1137830,1975.0,7.013,-9.494,unlabeled,#D3D3D3
Effect of trimethoprim-sulfamethoxazole on blood insulin and glucose concentrations of diabetics.,Canadian Medical Association journal,1137831,1975.0,43.922,22.472,unlabeled,#D3D3D3
Use of high-dosage trimethoprim-sulfamethoxazole in sinusitis.,Canadian Medical Association journal,1137832,1975.0,21.339,-32.565,unlabeled,#D3D3D3
Trimethoprim-sulfamethoxazole in chronic bronchitis.,Canadian Medical Association journal,1137833,1975.0,20.886,-32.423,unlabeled,#D3D3D3
Four isomeric ethyl 1-thioglycosides from 2-amino-2-deoxy-D-arabinose.,Carbohydrate research,1137834,1975.0,-205.966,14.452,unlabeled,#D3D3D3
Calcium binding to D-glucuronate residues: crystal structure of a hydrated calcium bromide salt of D-glucuronic acid.,Carbohydrate research,1137835,1975.0,-203.788,-56.879,unlabeled,#D3D3D3
Water sorption in a dextran gel.,Carbohydrate research,1137836,1975.0,-171.801,-74.759,unlabeled,#D3D3D3
Graded-hydrolysis studies on bael (Aegle marmelos) gum.,Carbohydrate research,1137837,1975.0,-133.732,-25.538,unlabeled,#D3D3D3
The use of cellulose xanthate for the immobilisation of biological molecules.,Carbohydrate research,1137838,1975.0,-98.364,62.629,unlabeled,#D3D3D3
Modification of polysaccharides containing uronic acid residues.,Carbohydrate research,1137839,1975.0,-132.076,18.937,unlabeled,#D3D3D3
Identification of O-cetylated N-acylneuraminic acids by mass spectrometry.,Carbohydrate research,1137847,1975.0,-105.997,63.293,unlabeled,#D3D3D3
Complexation of reducing and nonreducing carbohydrates with hydroxides of some alkali and alkaline-earth metals.,Carbohydrate research,1137848,1975.0,-178.986,-42.273,unlabeled,#D3D3D3
Cell growth and thymidine incorporation changes induced by Dolichos lectin in embryo fibroblasts at various stages of differentiation.,Cell differentiation,1137850,1975.0,-74.246,82.236,unlabeled,#D3D3D3
Amoeba proteus: the nuclear periphery.,Cell differentiation,1137851,1975.0,-131.43,99.783,unlabeled,#D3D3D3
The hemoglobins of the developing chicken embryos. Fractionation and globin composition of the individual component of total erythrocytes and of a single erythrocyte type.,Cell differentiation,1137852,1975.0,-44.021,85.229,unlabeled,#D3D3D3
Immunological measurement of transferrin compared with chemical measurement of total iron-binding capacity.,Clinical chemistry,1137910,1975.0,54.963,46.908,chemistry,#008941
"Electrophoretic patterns of alkaline phosphatase isoenzymes in human sera with abnormally high activity, and an unusual band observed in sera of patients with pancreatic cancer.",Clinical chemistry,1137911,1975.0,-128.619,78.688,chemistry,#008941
"Comparison of electrophoresis on citrate agar, cellulose acetate, or starch for hemoglobin identification.",Clinical chemistry,1137912,1975.0,31.973,41.064,chemistry,#008941
"Aspartate aminotransferase and alanine aminotransferase activities in plasma: statistical distributions, individual variations, and reference values.",Clinical chemistry,1137913,1975.0,68.329,-65.743,chemistry,#008941
Detection of cardiac-specific creatine kinase isoenzyme in sera with normal or slightly increased total creatine kinase activity.,Clinical chemistry,1137914,1975.0,-40.016,18.6,chemistry,#008941
Simultaneous separation of serum creatine kinase and lactate dehydrogenase isoenzymes by ion-exchange column chromatography.,Clinical chemistry,1137915,1975.0,-40.015,18.582,chemistry,#008941
"Evaluation of the Beckman ""System TR enzyme Analyzer"".",Clinical chemistry,1137916,1975.0,-28.801,8.094,chemistry,#008941
Practical applications of radioimmunoassay theory. A simple procedure yielding linear calibration curves.,Clinical chemistry,1137917,1975.0,-144.671,-43.428,chemistry,#008941
Erythrocyte protoporphyrin in the detection of iron deficiency.,Clinical chemistry,1137918,1975.0,55.142,46.754,chemistry,#008941
Electrophoretic method for assessing the normal and pathological distribution of alkaline phosphatase isoenzymes in serum.,Clinical chemistry,1137919,1975.0,-128.774,78.447,chemistry,#008941
"New Colorimetric reaction for end-point, continuous-flow, and kinetic measurement of urea.",Clinical chemistry,1137920,1975.0,-99.197,16.54,chemistry,#008941
"Interlaboratory proficiency, intermethod comparison, and calibrator suitability in assay of serum aspartate aminotransferase activity.",Clinical chemistry,1137921,1975.0,-98.721,17.241,chemistry,#008941
Improved colorimetric determination of salicylic acid and its metabolites in urine.,Clinical chemistry,1137922,1975.0,-93.454,-46.732,chemistry,#008941
Standardization of incubation time and temperature for eight radioimmunoassays.,Clinical chemistry,1137923,1975.0,-24.507,6.799,chemistry,#008941
Modification of a commercially available digoxin radioimmunoassay kit for higher precision.,Clinical chemistry,1137924,1975.0,-28.19,9.774,chemistry,#008941
A versatile temperature-controlled reaction cuvet.,Clinical chemistry,1137925,1975.0,-98.68,15.963,chemistry,#008941
Alkaloids of tobacco and blood coagulation: effect of nicotine on thrombin and fibrinogen.,Clinical toxicology,1137933,1975.0,-114.834,71.619,unlabeled,#D3D3D3
Sampling problems in the micro determination of blood lead.,Clinical toxicology,1137934,1975.0,27.867,-49.055,unlabeled,#D3D3D3
Gene transfer in Caulobacter crescentus: polarized inheritance of genetic markers.,Genetics,1137965,1975.0,-145.141,37.485,genetics,#1B4400
A mutant affecting meiosis in Neurospora.,Genetics,1137966,1975.0,-145.658,37.337,genetics,#1B4400
A suppressor gene involved in chemical induction of conjugation in Paramecium aurelia.,Genetics,1137967,1975.0,-144.824,36.835,genetics,#1B4400
Correlated responses to selection for postweaning gain in the rat.,Genetics,1137968,1975.0,-38.324,-12.9,genetics,#1B4400
Direct response to selection for postweaning gain in the rat.,Genetics,1137969,1975.0,-38.553,-13.174,genetics,#1B4400
A note on the variance of the number of loci having a given gene frequency.,Genetics,1137970,1975.0,-35.819,-83.287,genetics,#1B4400
On Nei and Roychoudhury's sampling variances of heterozygosity and genetic distance.,Genetics,1137971,1975.0,-36.841,-81.74,genetics,#1B4400
The numbers of vertebrae in three African cercopithecine species.,Folia primatologica; international journal of primatology,1137973,1975.0,-44.946,-115.716,unlabeled,#D3D3D3
"Interaction in three generation families, parents as mediators: toward a theoretical perspective.",International journal of aging & human development,1137974,1975.0,38.082,-148.033,unlabeled,#D3D3D3
Patterns of intergenerational exchange: a developmental approach.,International journal of aging & human development,1137975,1975.0,45.083,-159.506,unlabeled,#D3D3D3
Attitudes toward age: an exploration in school-age children.,International journal of aging & human development,1137976,1975.0,-3.595,-176.527,unlabeled,#D3D3D3
"Voluntary and involuntary retirement of aged males and their effect of emotional satisfaction, usefulness, self-image, emotional stability, and interpersonal relationships.",International journal of aging & human development,1137977,1975.0,95.311,-97.075,unlabeled,#D3D3D3
Attitudinal orientations of wives toward their husbands' retirement.,International journal of aging & human development,1137978,1975.0,40.418,-147.375,unlabeled,#D3D3D3
The limitations of crisis theory as an explanatory mechanism in social gerontology.,International journal of aging & human development,1137979,1975.0,40.974,-146.359,unlabeled,#D3D3D3
Generations and aging: a longitudinal study.,International journal of aging & human development,1137980,1975.0,41.48,-143.76,unlabeled,#D3D3D3
Use of octylbenzenesulfonate in place of dodecyl sulfate in SDS-polyacrylamid gel electrophoresis.,Journal of biochemistry,1137981,1975.0,-105.412,16.823,biochemistry,#b65141
Neutral glycosphingolipids containing mannose from the bivalve Corbicula sandai.,Journal of biochemistry,1137982,1975.0,-98.253,65.124,biochemistry,#b65141
Isozymes of alpha-amylase in human urine.,Journal of biochemistry,1137983,1975.0,-127.487,76.435,biochemistry,#b65141
Electrophoretic separation of tubulin alpha and beta subunits after S-sulfonation.,Journal of biochemistry,1137984,1975.0,-133.435,89.553,biochemistry,#b65141
Ascorbate-synthesizing system in rat liver microsomes. II. A peptide-bound flavin as the prosthetic group of L-gulono-gamma-lactone oxidase.,Journal of biochemistry,1137985,1975.0,-135.581,73.627,biochemistry,#b65141
"Intracellular distribution of various enzymes concerned with DNA synthesis from normal and regenerating rat liver, and Yoshida sarcoma.",Journal of biochemistry,1137986,1975.0,-142.151,78.232,biochemistry,#b65141
Purification and properties of acylamino acid-releasing enzyme from rat liver.,Journal of biochemistry,1137989,1975.0,-125.42,78.076,biochemistry,#b65141
Thermodynamic study of a liquid crystal as a liquid phase in gas-liquid chromatography. II. A cholesteric liquid crystal.,Journal of chromatography,1137993,1975.0,-168.224,-73.456,unlabeled,#D3D3D3
Determination of sulphonamides by electron-capture gas chromatography. Preparation and properties of perfluoroacyl and pentafluorobenzyl derivatives.,Journal of chromatography,1137994,1975.0,-94.941,-49.954,unlabeled,#D3D3D3
Simultaneous detection of a wide variety of commonly abused drugs in a urine screening program using thin-layer identification techniques.,Journal of chromatography,1137995,1975.0,-94.101,-52.522,unlabeled,#D3D3D3
Liquid ion exchangers in paper chromatography of steoidal glucosiduronic acids. Influence of different exchangers on the mobility in chloroform-formamide and correlation of chromatographic data.,Journal of chromatography,1137999,1975.0,-121.188,-57.777,unlabeled,#D3D3D3
Comparison of costs for testing a wide variety of drugs of abuse per urine specimen in a drug abuse urine screening program and frequent urine collections.,Journal of chromatography,1138000,1975.0,-23.758,3.861,unlabeled,#D3D3D3
Gas chromatographic studies of phenobarbital and diphenylhydantoin after flash-heater alkylation.,Journal of chromatography,1138001,1975.0,-102.883,-50.415,unlabeled,#D3D3D3
Estimation and identification in blood plasma of paracetamol (N-acetyl-p-aminophenol) in the presence of barbiturates.,Journal of chromatography,1138007,1975.0,-92.731,-50.157,unlabeled,#D3D3D3
"Ligand-exchange chromatography of amino acids on copper-, cobalt- and zinc-chelex 100.",Journal of chromatography,1138008,1975.0,-119.449,-59.524,unlabeled,#D3D3D3
Comparative gas chromatographic analysis of narcotics. III. Phenmetrazine hydrochloride.,Journal of chromatography,1138009,1975.0,-99.665,-55.728,unlabeled,#D3D3D3
Use of trimethylsilyl and other homologous trialkylsilyl derivatives for the separation and characterization of mono- and dihydroxycannabinoids by combined gas chromatography and mass spectrometry.,Journal of chromatography,1138010,1975.0,-103.339,-50.166,unlabeled,#D3D3D3
Fatty acids. II. The synthesis and gas-liquid chromatographic behaviour of five trimethylene-interrupted C18-diunsaturated fatty acids.,Journal of chromatography,1138011,1975.0,-103.213,-49.752,unlabeled,#D3D3D3
Use of SE-30 as a stationary phase for the gas-liquid chromatography of drugs.,Journal of chromatography,1138012,1975.0,-93.609,-55.394,unlabeled,#D3D3D3
Hereditary angioedema: the use of fresh frozen plasma for prophylaxis in patients undergoing oral surgery.,The Journal of allergy and clinical immunology,1138015,1975.0,58.768,77.727,immunology,#8FB0FF
"Tropical eosinophilia. A human model of parasitic immunopathology, with observations on serum IgE levels before and after treatment.",The Journal of allergy and clinical immunology,1138016,1975.0,109.878,34.603,immunology,#8FB0FF
The chronicity of acute attacks of asthma--mechanical and therapeutic implications.,The Journal of allergy and clinical immunology,1138017,1975.0,33.557,-11.888,immunology,#8FB0FF
Release of osteoclast activating factor by normal human peripheral blood leukocytes.,The Journal of laboratory and clinical medicine,1138018,1975.0,-60.491,135.857,unlabeled,#D3D3D3
Persistent effects of chenodeoxycholic acid on biliary lipids in the hamster.,The Journal of laboratory and clinical medicine,1138019,1975.0,9.592,88.51,unlabeled,#D3D3D3
Calcium absorption as a function of calcium intake.,The Journal of laboratory and clinical medicine,1138021,1975.0,5.497,79.678,unlabeled,#D3D3D3
Globin synthesis in subjects doubly heterozygous for hemoglobin G-Philadelphia and hemoglobin S or C.,The Journal of laboratory and clinical medicine,1138022,1975.0,32.684,42.482,unlabeled,#D3D3D3
Efferent pathways of the coronary chemoreflex.,The Journal of laboratory and clinical medicine,1138023,1975.0,36.793,125.597,unlabeled,#D3D3D3
"Comparative value of L-, and D-methionine supplementation of an oat-based diet for humans.",The Journal of nutrition,1138025,1975.0,-35.394,3.624,nutrition,#4FC601
Effect of supplements of zinc salts on the healing of granulating wounds in the rat and guinea pig.,The Journal of nutrition,1138026,1975.0,-23.795,32.869,nutrition,#4FC601
Effect of micelle formation on the absorption of neutral fat and fatty acids by the chicken.,The Journal of nutrition,1138027,1975.0,-0.873,89.73,nutrition,#4FC601
Developmental changes in the distribution of rat liver ribosomes in response to dietary manipulations.,The Journal of nutrition,1138028,1975.0,1.286,84.026,nutrition,#4FC601
Effects of various dietary levels of dried whey on the performance of growing pigs.,The Journal of nutrition,1138029,1975.0,-35.169,-2.489,nutrition,#4FC601
Histological alterations in tryptophan-deficient rainbow trout.,The Journal of nutrition,1138030,1975.0,-46.997,5.605,nutrition,#4FC601
Intestinal absorption of free and protein-bound dietary methionine in the rat.,The Journal of nutrition,1138031,1975.0,12.299,83.976,nutrition,#4FC601
Effects of high risk and low risk diets for colon carcinogenesis on fecal microflora and steroids in man.,The Journal of nutrition,1138032,1975.0,12.443,86.267,nutrition,#4FC601
"Protein synthesis in liver, muscle, and brain of rats fed a high tyrosine-low protein diet.",The Journal of nutrition,1138033,1975.0,1.717,83.463,nutrition,#4FC601
Effects of sucrose feeding on the intestinal transport of sugars in two strains of rats.,The Journal of nutrition,1138034,1975.0,3.91,93.584,nutrition,#4FC601
Nitrogen balance of men with marginal intakes of protein and energy.,The Journal of nutrition,1138035,1975.0,-34.432,4.248,nutrition,#4FC601
Effect of dietary cholesterol on hepatic lipogenesis and plasma insulin and free fatty acid levels in rats.,The Journal of nutrition,1138036,1975.0,1.181,90.841,nutrition,#4FC601
Sugar transport and metabolism in Schistosoma mansoni.,The Journal of parasitology,1138037,1975.0,-32.948,155.572,unlabeled,#D3D3D3
Developmental physiology of cestodes. XIV. Roughage and carbohydrate content of host diet for optimal growth and development of Hymenolepis diminuta.,The Journal of parasitology,1138038,1975.0,-58.243,-1.238,unlabeled,#D3D3D3
"Henneguya sebasta sp. n. (protozoa, myxosporida) from California rockfish, Sebastes spp.",The Journal of parasitology,1138039,1975.0,-49.613,-48.072,unlabeled,#D3D3D3
Survival of Ancylostoma caninum on bluegrass pasture.,The Journal of parasitology,1138040,1975.0,-44.136,-41.09,unlabeled,#D3D3D3
"The ultrastructure of adult Brugia malayi (Brug, 1927) (Nematoda: Filarioidea).",The Journal of parasitology,1138041,1975.0,-67.814,57.576,unlabeled,#D3D3D3
"Differential responses of Duroc, Hampshire, and crossbred pigs to a superimposed experimental infection with the intestinal threadworm, Strongyloides ransomi.",The Journal of parasitology,1138042,1975.0,-35.584,-12.448,unlabeled,#D3D3D3
Spontaneous and synaptic excitation of paramedian reticular neurones in the decerebrate cat.,The Journal of physiology,1138043,1975.0,38.175,127.768,physiology,#E83000
The spinal course and distribution of fore and hind limb muscle afferent projections to the superior colliculus of the cat.,The Journal of physiology,1138046,1975.0,43.506,140.919,physiology,#E83000
The sensitivity of paramedian reticular neurones to acetylcholine.,The Journal of physiology,1138056,1975.0,0.139,166.714,physiology,#E83000
"The inulin space, solute concentrations, and weight changes in rat renal medullary slices incubated in iso-osmolal media, and their modification during anoxia and hypothermia.",The Journal of physiology,1138064,1975.0,-29.48,167.129,physiology,#E83000
Volume adjustment by renal medullary cells in hypo- and hyperosmolal solutions containing permeant and impermeant solutes.,The Journal of physiology,1138076,1975.0,-30.455,166.377,physiology,#E83000
Setting priorities in developing an affirmative action program.,Journal of medical education,1138082,1975.0,89.558,-187.479,education,#549E79
Implementing university hospital ambulatory care evaluation.,Journal of medical education,1138083,1975.0,82.345,-191.466,education,#549E79
Socialization of health proffessionals in Israel: early sources of congruence and differentiation.,Journal of medical education,1138084,1975.0,104.537,-159.758,education,#549E79
The use of pass/fail grades to assess academic achievement and house staff performance.,Journal of medical education,1138094,1975.0,112.652,-176.885,education,#549E79
Dimensions of medical students' perceptions of instruction.,Journal of medical education,1138095,1975.0,110.202,-176.151,education,#549E79
A pair comparison study of the relevance of nine basic science courses.,Journal of medical education,1138096,1975.0,111.538,-177.387,education,#549E79
Recruitment and progress of minority medical school entrants 1970-1972.,Journal of medical education,1138106,1975.0,112.544,-182.21,education,#549E79
Cholecystectomy peer review: measurement of four variables.,Medical care,1138133,1975.0,199.018,20.85,unlabeled,#D3D3D3
Measuring of the quality of health care: a decision oriented typology.,Medical care,1138134,1975.0,74.471,-189.848,unlabeled,#D3D3D3
The use of item importance weights in assessing physician performance with predetermined criteria indices.,Medical care,1138135,1975.0,-44.094,-147.882,unlabeled,#D3D3D3
Absence of an effect of chronic administration of growth hormone on serum lipids.,Metabolism: clinical and experimental,1138154,1975.0,56.204,32.635,unlabeled,#D3D3D3
Turnover of plasma-free arachidonic and oleic acids in resting and exercising human subjects.,Metabolism: clinical and experimental,1138155,1975.0,5.92,87.81,unlabeled,#D3D3D3
Dose-response study of the inhibiting effect of somatostatin on growth hormone and insulin secretion in normal subjects and acromegalic patients.,Metabolism: clinical and experimental,1138156,1975.0,39.643,37.175,unlabeled,#D3D3D3
Serum lipids in acromegaly.,Metabolism: clinical and experimental,1138157,1975.0,59.473,34.42,unlabeled,#D3D3D3
Comparative response to parathyroid hormone in hyperthyroidism and hypothyroidism.,Metabolism: clinical and experimental,1138158,1975.0,56.164,40.71,unlabeled,#D3D3D3
Effects of calcium infusions in patients with postmenopausal osteoporosis.,Metabolism: clinical and experimental,1138159,1975.0,57.851,41.181,unlabeled,#D3D3D3
